stopped enemies/flower_chomp.png 4 0 0
0	0	120	92	58	58	1	1
0	92	120	92	58	58	1	1
0	184	120	92	58	58	1	1
0	276	120	92	58	58	1	1

walking enemies/flower_chomp.png 4 0 0
0	0	120	92	58	58	1	1
0	92	120	92	58	58	1	1
0	184	120	92	58	58	1	1
0	276	120	92	58	58	1	1

hurt enemies/flower_chomp.png 4 0 0
0	0	120	92	58	58	1	1
0	92	120	92	58	58	1	1
0	184	120	92	58	58	1	1
0	276	120	92	58	58	1	1

attack enemies/flower_chomp.png 4 200 0
0	0	120	92	58	58	8	8
0	92	120	92	58	58	8	8
0	184	120	92	58	58	8	8
0	276	120	92	58	58	8	8

